,artist,subgenre,genre,master_genre
565,Baauer,moombahton,Fusion music,Fusion music
566,P!nk,dance pop,Pop music,Pop music
567,P!nk,hip pop,Pop music,Pop music
568,P!nk,neo mellow,Alternative rock,Pop music
569,P!nk,pop,Pop music,Pop music
570,P!nk,pop rap,Pop music,Pop music
571,P!nk,pop rock,Pop music,Pop music
572,P!nk,post-teen pop,Pop music,Pop music
573,P!nk,r&b,,Pop music
574,P!nk,urban contemporary,Gospel music,Pop music
575,Daft Punk,electro,Electronic music,House music
576,Daft Punk,electro house,House music,House music
577,Daft Punk,electronic,Electronic music,House music
578,Daft Punk,filter house,House music,House music
579,Daft Punk,house,House music,House music
580,will.i.am & Britney Spears,dance pop,Pop music,Pop music
581,will.i.am & Britney Spears,hip pop,Pop music,Pop music
582,will.i.am & Britney Spears,house,House music,Pop music
583,will.i.am & Britney Spears,pop,Pop music,Pop music
584,will.i.am & Britney Spears,pop rap,Pop music,Pop music
585,will.i.am & Britney Spears,post-teen pop,Pop music,Pop music
586,will.i.am & Britney Spears,r&b,,Pop music
587,will.i.am & Britney Spears,rap,Hip hop,Pop music
588,will.i.am & Britney Spears,urban contemporary,Gospel music,Pop music
589,Bruno Mars,dance pop,Pop music,Pop music
590,Bruno Mars,pop,Pop music,Pop music
591,Bruno Mars,pop rap,Pop music,Pop music
592,Bruno Mars,post-teen pop,Pop music,Pop music
593,Jay Z,dirty south rap,Hip hop,Hip hop
594,Jay Z,east coast hip hop,Hip hop,Hip hop
595,Jay Z,gangster rap,Hip hop,Hip hop
596,Jay Z,hip hop,Hip hop,Hip hop
597,Jay Z,pop,Pop music,Hip hop
598,Jay Z,pop rap,Pop music,Hip hop
599,Jay Z,rap,Hip hop,Hip hop
600,Jay Z,southern hip hop,Hip hop,Hip hop
601,Jay Z,trap music,Rock music,Hip hop
602,Anna Kendrick,hollywood,,Pop music
603,Anna Kendrick,pop,Pop music,Pop music
604,Anna Kendrick,post-teen pop,Pop music,Pop music
605,Ylvis,comic,,
606,Lil Wayne,dance pop,Pop music,Pop music
607,Lil Wayne,pop,Pop music,Pop music
608,Lil Wayne,post-teen pop,Pop music,Pop music
609,Icona Pop,candy pop,Pop music,Pop music
610,Icona Pop,edm,Blues music,Pop music
611,Icona Pop,metropopolis,,Pop music
612,Icona Pop,pop,Pop music,Pop music
613,Icona Pop,swedish synthpop,Extreme metal,Pop music
614,Capital Cities,metropopolis,,Pop music
615,Capital Cities,pop,Pop music,Pop music
616,PSY,dance pop,Pop music,Pop music
617,PSY,k-hop,,Pop music
618,PSY,k-pop,Pop music,Pop music
619,Blake Shelton,contemporary country,Country music,Country music
620,Blake Shelton,country,Country music,Country music
621,Blake Shelton,country christmas,Country music,Country music
622,Blake Shelton,country road,Country music,Country music
623,Blake Shelton,pop christmas,Pop music,Country music
624,2 Chainz & Wiz Khalifa,pop rap,Pop music,Hip hop
625,2 Chainz & Wiz Khalifa,rap,Hip hop,Hip hop
626,2 Chainz & Wiz Khalifa,southern hip hop,Hip hop,Hip hop
627,2 Chainz & Wiz Khalifa,trap music,Rock music,Hip hop
628,will.i.am,dance pop,Pop music,Pop music
629,will.i.am,hip pop,Pop music,Pop music
630,will.i.am,house,House music,Pop music
631,will.i.am,pop,Pop music,Pop music
632,will.i.am,pop rap,Pop music,Pop music
633,will.i.am,post-teen pop,Pop music,Pop music
634,will.i.am,r&b,,Pop music
635,will.i.am,rap,Hip hop,Pop music
636,will.i.am,urban contemporary,Gospel music,Pop music
637,Mariah Carey,dance pop,Pop music,Pop music
638,Mariah Carey,hip pop,Pop music,Pop music
639,Mariah Carey,neo soul,Jazz,Pop music
640,Mariah Carey,pop,Pop music,Pop music
641,Mariah Carey,pop christmas,Pop music,Pop music
642,Mariah Carey,pop rap,Pop music,Pop music
643,Mariah Carey,post-teen pop,Pop music,Pop music
644,Mariah Carey,r&b,,Pop music
645,Mariah Carey,soul christmas,Jazz,Pop music
646,Mariah Carey,urban contemporary,Gospel music,Pop music
647,Darius Rucker,contemporary country,Country music,Country music
648,Darius Rucker,country,Country music,Country music
649,Darius Rucker,country christmas,Country music,Country music
650,Darius Rucker,country road,Country music,Country music
651,Darius Rucker,modern country rock,Rock music,Country music
652,fun.,folk-pop,,Pop music
653,fun.,indie christmas,Alternative rock,Pop music
654,fun.,indie pop,Pop music,Pop music
655,fun.,metropopolis,,Pop music
656,fun.,pop,Pop music,Pop music
657,fun.,pop rock,Pop music,Pop music
658,Miranda Lambert,contemporary country,Country music,Country music
659,Miranda Lambert,country,Country music,Country music
660,Miranda Lambert,country dawn,Country music,Country music
661,Miranda Lambert,country road,Country music,Country music
662,J. Cole,pop rap,Pop music,Hip hop
663,J. Cole,rap,Hip hop,Hip hop
664,J. Cole,southern hip hop,Hip hop,Hip hop
665,Rocko,crunk,Fusion music,Hip hop
666,Rocko,deep trap,House music,Hip hop
667,Rocko,dirty south rap,Hip hop,Hip hop
668,Rocko,gangster rap,Hip hop,Hip hop
669,Rocko,pop rap,Pop music,Hip hop
670,Rocko,rap,Hip hop,Hip hop
671,Rocko,southern hip hop,Hip hop,Hip hop
672,Rocko,trap music,Rock music,Hip hop
673,Tim McGraw With Taylor Swift,contemporary country,Country music,Country music
674,Tim McGraw With Taylor Swift,country,Country music,Country music
675,Tim McGraw With Taylor Swift,country road,Country music,Country music
676,Hunter Hayes,contemporary country,Country music,Country music
677,Hunter Hayes,country,Country music,Country music
678,Hunter Hayes,country christmas,Country music,Country music
679,Hunter Hayes,country road,Country music,Country music
680,Hunter Hayes,modern country rock,Rock music,Country music
681,YG,hip hop,Hip hop,Hip hop
682,YG,pop rap,Pop music,Hip hop
683,YG,rap,Hip hop,Hip hop
684,YG,southern hip hop,Hip hop,Hip hop
685,YG,trap music,Rock music,Hip hop
686,Olly Murs,dance pop,Pop music,Pop music
687,Olly Murs,neo mellow,Alternative rock,Pop music
688,Olly Murs,pop,Pop music,Pop music
689,Olly Murs,post-teen pop,Pop music,Pop music
690,Olly Murs,talent show,,Pop music
691,Phillip Phillips,folk-pop,,Pop music
692,Phillip Phillips,neo mellow,Alternative rock,Pop music
693,Phillip Phillips,pop,Pop music,Pop music
694,Phillip Phillips,pop rock,Pop music,Pop music
695,Phillip Phillips,singer-songwriter,,Pop music
696,Thomas Rhett,contemporary country,Country music,Country music
697,Thomas Rhett,country,Country music,Country music
698,Thomas Rhett,country road,Country music,Country music
699,Emeli Sande,dance pop,Pop music,Pop music
700,Emeli Sande,indie r&b,Alternative rock,Pop music
701,Emeli Sande,neo mellow,Alternative rock,Pop music
702,Emeli Sande,neo soul,Jazz,Pop music
703,Emeli Sande,pop,Pop music,Pop music
704,Emeli Sande,pop christmas,Pop music,Pop music
705,Emeli Sande,post-teen pop,Pop music,Pop music
706,Emeli Sande,r&b,,Pop music
707,Emeli Sande,soul,Jazz,Pop music
708,Ke$ha,dance pop,Pop music,Pop music
709,Ke$ha,pop,Pop music,Pop music
710,Ke$ha,pop rap,Pop music,Pop music
711,Ke$ha,post-teen pop,Pop music,Pop music
712,Wale,dirty south rap,Hip hop,Hip hop
713,Wale,gangster rap,Hip hop,Hip hop
714,Wale,hip hop,Hip hop,Hip hop
715,Wale,indie r&b,Alternative rock,Hip hop
716,Wale,pop rap,Pop music,Hip hop
717,Wale,r&b,,Hip hop
718,Wale,rap,Hip hop,Hip hop
719,Wale,southern hip hop,Hip hop,Hip hop
720,Wale,trap music,Rock music,Hip hop
721,Ciara,dance pop,Pop music,Pop music
722,Ciara,hip pop,Pop music,Pop music
723,Ciara,indie r&b,Alternative rock,Pop music
724,Ciara,neo soul,Jazz,Pop music
725,Ciara,pop,Pop music,Pop music
726,Ciara,pop rap,Pop music,Pop music
727,Ciara,post-teen pop,Pop music,Pop music
728,Ciara,r&b,,Pop music
729,Ciara,rap,Hip hop,Pop music
730,Ciara,southern hip hop,Hip hop,Pop music
731,Ciara,urban contemporary,Gospel music,Pop music
732,Randy Houser,contemporary country,Country music,Country music
733,Randy Houser,country,Country music,Country music
734,Randy Houser,country road,Country music,Country music
735,Randy Houser,modern country rock,Rock music,Country music
736,Avril Lavigne,canadian pop,Pop music,Pop music
737,Avril Lavigne,candy pop,Pop music,Pop music
738,Avril Lavigne,dance pop,Pop music,Pop music
739,Avril Lavigne,neo mellow,Alternative rock,Pop music
740,Avril Lavigne,pop,Pop music,Pop music
741,Avril Lavigne,pop christmas,Pop music,Pop music
742,Avril Lavigne,pop rock,Pop music,Pop music
743,Avril Lavigne,post-teen pop,Pop music,Pop music
744,Brett Eldredge,contemporary country,Country music,Country music
745,Brett Eldredge,country,Country music,Country music
746,Brett Eldredge,country road,Country music,Country music
747,Brett Eldredge,modern country rock,Rock music,Country music
748,Sage The Gemini,hyphy,,Hip hop
749,Sage The Gemini,pop rap,Pop music,Hip hop
750,Sage The Gemini,rap,Hip hop,Hip hop
751,Sage The Gemini,southern hip hop,Hip hop,Hip hop
752,Sage The Gemini,trap music,Rock music,Hip hop
753,Kendrick Lamar,hip hop,Hip hop,Hip hop
754,Kendrick Lamar,pop rap,Pop music,Hip hop
755,Kendrick Lamar,rap,Hip hop,Hip hop
756,Kendrick Lamar,trap music,Rock music,Hip hop
757,Kendrick Lamar,west coast rap,Hip hop,Hip hop
758,Ace Hood,crunk,Fusion music,Hip hop
759,Ace Hood,dirty south rap,Hip hop,Hip hop
760,Ace Hood,gangster rap,Hip hop,Hip hop
761,Ace Hood,hip hop,Hip hop,Hip hop
762,Ace Hood,pop rap,Pop music,Hip hop
763,Ace Hood,rap,Hip hop,Hip hop
764,Ace Hood,southern hip hop,Hip hop,Hip hop
765,Ace Hood,trap music,Rock music,Hip hop
766,Tyler Farr,contemporary country,Country music,Country music
767,Tyler Farr,country,Country music,Country music
768,Tyler Farr,country road,Country music,Country music
769,Tyler Farr,modern country rock,Rock music,Country music
770,Krewella,big room,Jazz,House music
771,Krewella,brostep,,House music
772,Krewella,catstep,,House music
773,Krewella,dance pop,Pop music,House music
774,Krewella,edm,Blues music,House music
775,Krewella,electro house,House music,House music
776,Krewella,house,House music,House music
777,Krewella,progressive house,Progressive music,House music
778,Big Sean,indie r&b,Alternative rock,Hip hop
779,Big Sean,neo soul,Jazz,Hip hop
780,Big Sean,soul,Jazz,Hip hop
781,Mike WiLL Made-It,pop rap,Pop music,Hip hop
782,Mike WiLL Made-It,rap,Hip hop,Hip hop
783,Mike WiLL Made-It,southern hip hop,Hip hop,Hip hop
784,Mike WiLL Made-It,trap music,Rock music,Hip hop
785,Gotye,australian alternative rock,Rock music,Rock music
786,Gotye,folk-pop,,Rock music
787,Gotye,neo mellow,Alternative rock,Rock music
788,Gotye,pop,Pop music,Rock music
789,Carly Rae Jepsen,canadian pop,Pop music,Pop music
790,Carly Rae Jepsen,dance pop,Pop music,Pop music
791,Carly Rae Jepsen,neo mellow,Alternative rock,Pop music
792,Carly Rae Jepsen,pop,Pop music,Pop music
793,Carly Rae Jepsen,pop christmas,Pop music,Pop music
794,Carly Rae Jepsen,post-teen pop,Pop music,Pop music
795,The Wanted,boy band,Pop music,Pop music
796,The Wanted,dance pop,Pop music,Pop music
797,The Wanted,pop,Pop music,Pop music
798,The Wanted,post-teen pop,Pop music,Pop music
799,LMFAO,dance pop,Pop music,Pop music
800,LMFAO,edm,Blues music,Pop music
801,LMFAO,electro house,House music,Pop music
802,LMFAO,house,House music,Pop music
803,LMFAO,pop,Pop music,Pop music
804,LMFAO,pop rap,Pop music,Pop music
805,LMFAO,post-teen pop,Pop music,Pop music
806,Train,neo mellow,Alternative rock,Pop music
807,Train,pop,Pop music,Pop music
808,Train,pop christmas,Pop music,Pop music
809,Train,pop rock,Pop music,Pop music
810,Train,post-grunge,Alternative rock,Pop music
811,Neon Trees,folk-pop,,Pop music
812,Neon Trees,indie pop,Pop music,Pop music
813,Neon Trees,pop,Pop music,Pop music
814,Neon Trees,pop punk,Pop music,Pop music
815,Neon Trees,pop rock,Pop music,Pop music
816,Jason Mraz,acoustic pop,Pop music,Pop music
817,Jason Mraz,folk-pop,,Pop music
818,Jason Mraz,neo mellow,Alternative rock,Pop music
819,Jason Mraz,pop,Pop music,Pop music
820,Jason Mraz,pop christmas,Pop music,Pop music
821,Jason Mraz,pop rock,Pop music,Pop music
822,Jason Mraz,singer-songwriter,,Pop music
823,"Kanye West, Big Sean, Pusha T, 2 Chainz",pop christmas,Pop music,Pop music
824,"Kanye West, Big Sean, Pusha T, 2 Chainz",pop rap,Pop music,Pop music
825,"Kanye West, Big Sean, Pusha T, 2 Chainz",rap,Hip hop,Pop music
826,Alex Clare,folk-pop,,Pop music
827,Alex Clare,pop,Pop music,Pop music
828,Snoop Dogg and Wiz Khalifa,dance pop,Pop music,Hip hop
829,Snoop Dogg and Wiz Khalifa,dirty south rap,Hip hop,Hip hop
830,Snoop Dogg and Wiz Khalifa,g funk,Rock music,Hip hop
831,Snoop Dogg and Wiz Khalifa,gangster rap,Hip hop,Hip hop
832,Snoop Dogg and Wiz Khalifa,hip hop,Hip hop,Hip hop
833,Snoop Dogg and Wiz Khalifa,pop christmas,Pop music,Hip hop
834,Snoop Dogg and Wiz Khalifa,pop rap,Pop music,Hip hop
835,Snoop Dogg and Wiz Khalifa,rap,Hip hop,Hip hop
836,Snoop Dogg and Wiz Khalifa,southern hip hop,Hip hop,Hip hop
837,Snoop Dogg and Wiz Khalifa,west coast rap,Hip hop,Hip hop
838,Owl City and Carly Rae Jepsen,college a cappella,Heavy metal,Heavy metal
839,Jay Z and Kanye West,fake,,
840,Tyga,pop rap,Pop music,Hip hop
841,Tyga,rap,Hip hop,Hip hop
842,Tyga,southern hip hop,Hip hop,Hip hop
843,Tyga,trap music,Rock music,Hip hop
844,Jessie J,dance pop,Pop music,Pop music
845,Jessie J,hip pop,Pop music,Pop music
846,Jessie J,pop,Pop music,Pop music
847,Jessie J,pop rap,Pop music,Pop music
848,Jessie J,post-teen pop,Pop music,Pop music
849,Jessie J,r&b,,Pop music
850,Jessie J,talent show,,Pop music
851,Jessie J,urban contemporary,Gospel music,Pop music
852,Gym Class Heroes,dance pop,Pop music,Pop music
853,Gym Class Heroes,pop punk,Pop music,Pop music
854,Gym Class Heroes,pop rap,Pop music,Pop music
855,2 Chainz,pop rap,Pop music,Hip hop
856,2 Chainz,rap,Hip hop,Hip hop
857,2 Chainz,southern hip hop,Hip hop,Hip hop
858,2 Chainz,trap music,Rock music,Hip hop
859,Cher Lloyd,dance pop,Pop music,Pop music
860,Cher Lloyd,pop,Pop music,Pop music
861,Cher Lloyd,post-teen pop,Pop music,Pop music
862,Cher Lloyd,talent show,,Pop music
863,Eric Church,contemporary country,Country music,Country music
864,Eric Church,country,Country music,Country music
865,Eric Church,country road,Country music,Country music
866,Karmin,dance pop,Pop music,Pop music
867,Karmin,pop,Pop music,Pop music
868,Karmin,pop christmas,Pop music,Pop music
869,Karmin,pop rap,Pop music,Pop music
870,Karmin,post-teen pop,Pop music,Pop music
871,Karmin,viral pop,Pop music,Pop music
872,Gavin DeGraw,folk christmas,Pop music,Pop music
873,Gavin DeGraw,neo mellow,Alternative rock,Pop music
874,Gavin DeGraw,pop,Pop music,Pop music
875,Gavin DeGraw,pop christmas,Pop music,Pop music
876,Gavin DeGraw,pop rock,Pop music,Pop music
877,Carrie Underwood,contemporary country,Country music,Country music
878,Carrie Underwood,country,Country music,Country music
879,Carrie Underwood,country christmas,Country music,Country music
880,Carrie Underwood,country dawn,Country music,Country music
881,Carrie Underwood,country road,Country music,Country music
882,Carrie Underwood,idol,,Country music
883,Carrie Underwood,pop,Pop music,Country music
884,Carrie Underwood,pop christmas,Pop music,Country music
885,Carrie Underwood,post-teen pop,Pop music,Country music
886,The Lumineers,folk-pop,,Alternative rock
887,The Lumineers,indie folk,Alternative rock,Alternative rock
888,The Lumineers,indie pop,Pop music,Alternative rock
889,The Lumineers,stomp and holler,Jazz,Alternative rock
890,Kirko Bangz,deep trap,House music,Hip hop
891,Kirko Bangz,dirty south rap,Hip hop,Hip hop
892,Kirko Bangz,gangster rap,Hip hop,Hip hop
893,Kirko Bangz,pop rap,Pop music,Hip hop
894,Kirko Bangz,rap,Hip hop,Hip hop
895,Kirko Bangz,southern hip hop,Hip hop,Hip hop
896,Kirko Bangz,trap music,Rock music,Hip hop
897,B.o.B,crunk,Fusion music,Hip hop
898,B.o.B,dance pop,Pop music,Hip hop
899,B.o.B,dirty south rap,Hip hop,Hip hop
900,B.o.B,gangster rap,Hip hop,Hip hop
901,B.o.B,hip hop,Hip hop,Hip hop
902,B.o.B,pop,Pop music,Hip hop
903,B.o.B,pop rap,Pop music,Hip hop
904,B.o.B,rap,Hip hop,Hip hop
905,B.o.B,southern hip hop,Hip hop,Hip hop
906,B.o.B,trap music,Rock music,Hip hop
907,Toby Keith,contemporary country,Country music,Country music
908,Toby Keith,country,Country music,Country music
909,Toby Keith,country christmas,Country music,Country music
910,Toby Keith,country road,Country music,Country music
911,Toby Keith,pop christmas,Pop music,Country music
912,Selena Gomez and The Scene,dance pop,Pop music,Pop music
913,Selena Gomez and The Scene,pop,Pop music,Pop music
914,Selena Gomez and The Scene,pop christmas,Pop music,Pop music
915,Selena Gomez and The Scene,post-teen pop,Pop music,Pop music
916,T-Pain,crunk,Fusion music,Hip hop
917,T-Pain,dance pop,Pop music,Hip hop
918,T-Pain,dirty south rap,Hip hop,Hip hop
919,T-Pain,gangster rap,Hip hop,Hip hop
920,T-Pain,hip hop,Hip hop,Hip hop
921,T-Pain,hip pop,Pop music,Hip hop
922,T-Pain,pop,Pop music,Hip hop
923,T-Pain,pop rap,Pop music,Hip hop
924,T-Pain,r&b,,Hip hop
925,T-Pain,rap,Hip hop,Hip hop
926,T-Pain,southern hip hop,Hip hop,Hip hop
927,T-Pain,trap music,Rock music,Hip hop
928,T-Pain,urban contemporary,Gospel music,Hip hop
929,Christina Perri,dance pop,Pop music,Pop music
930,Christina Perri,folk-pop,,Pop music
931,Christina Perri,neo mellow,Alternative rock,Pop music
932,Christina Perri,pop,Pop music,Pop music
933,Christina Perri,pop christmas,Pop music,Pop music
934,Christina Perri,pop rock,Pop music,Pop music
935,Christina Perri,post-teen pop,Pop music,Pop music
936,Havana Brown,australian dance,Dance music,Pop music
937,Havana Brown,dance pop,Pop music,Pop music
938,Havana Brown,pop,Pop music,Pop music
939,Ca$h Out,crunk,Fusion music,Hip hop
940,Ca$h Out,deep trap,House music,Hip hop
941,Ca$h Out,gangster rap,Hip hop,Hip hop
942,Ca$h Out,pop rap,Pop music,Hip hop
943,Ca$h Out,rap,Hip hop,Hip hop
944,Ca$h Out,southern hip hop,Hip hop,Hip hop
945,Ca$h Out,trap music,Rock music,Hip hop
946,Kip Moore,contemporary country,Country music,Country music
947,Kip Moore,country,Country music,Country music
948,Kip Moore,country road,Country music,Country music
949,Kip Moore,modern country rock,Rock music,Country music
950,Miguel,dance pop,Pop music,Pop music
951,Miguel,hip pop,Pop music,Pop music
952,Miguel,indie r&b,Alternative rock,Pop music
953,Miguel,neo soul,Jazz,Pop music
954,Miguel,pop,Pop music,Pop music
955,Miguel,pop rap,Pop music,Pop music
956,Miguel,r&b,,Pop music
957,Miguel,urban contemporary,Gospel music,Pop music
958,Eli Young Band,contemporary country,Country music,Country music
959,Eli Young Band,country,Country music,Country music
960,Eli Young Band,country road,Country music,Country music
961,Eli Young Band,modern country rock,Rock music,Country music
962,Eli Young Band,outlaw country,Country music,Country music
963,Eli Young Band,texas country,Country music,Country music
964,Linkin Park,alternative metal,Heavy metal,Heavy metal
965,Linkin Park,nu metal,Heavy metal,Heavy metal
