,genres,artist_img,song_uri,song_pop,artist_pop,exact_song_match,search_dict,artist_uri,preview_url,duration_ms,acousticness,energy,instrumentalness,key,converted_keys,liveness,loudness,tempo,valence,danceability,ARTIST,THEME,SPOTIFY_URL,TITLE,YEAR
181,[],https://i.scdn.co/image/f700aaf6ebf1f0105d4eece756d924ab7efc3441,spotify:track:3AJwUDP919kvQ9QcozQPxg,76.0,91.0,True,"{'acousticness': 0.00239, 'genres': [], 'artist_img': u'https://i.scdn.co/image/f700aaf6ebf1f0105d4eece756d924ab7efc3441', 'song_uri': u'spotify:track:3AJwUDP919kvQ9QcozQPxg', 'exact_song_match': True, 'song_name': u'Yellow', 'liveness': 0.234, 'tempo': 173.365, 'preview_url': u'https://p.scdn.co/mp3-preview/c119ca773ef844108da21c4679dc54c007cf0926', 'artist_name': u'Coldplay', 'artist_uri': u'spotify:artist:4gzpq5DPGxSnKTe4SA8HAU', 'song_pop': 76, 'artist_pop': 91, 'instrumentalness': 0.00013, 'key': 11, 'duration_ms': 266773, 'loudness': -7.227, 'valence': 0.279, 'energy': 0.661, 'danceability': 0.429}",spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,https://p.scdn.co/mp3-preview/c119ca773ef844108da21c4679dc54c007cf0926,266773.0,0.00239,0.661,0.00013,11.0,B,0.234,-7.227,173.365,0.279,0.429,Coldplay,Love,http://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,Yellow,2000
182,[],https://i.scdn.co/image/40129a0a86b834594333d536de78c195c5d0fcd5,spotify:track:04XOvHCLmE8LmM2IzZR6el,7.0,13.0,False,"{'acousticness': 0.127, 'genres': [], 'artist_img': u'https://i.scdn.co/image/40129a0a86b834594333d536de78c195c5d0fcd5', 'song_uri': u'spotify:track:04XOvHCLmE8LmM2IzZR6el', 'exact_song_match': False, 'song_name': u'Let`S Do It (Let`s Fall In Love)', 'liveness': 0.132, 'tempo': 90.653, 'preview_url': u'https://p.scdn.co/mp3-preview/1ec1a40c84a9d47d25e9b0ea85f241f46b4717e2', 'artist_name': u'Come Shine', 'artist_uri': u'spotify:artist:13h75oyWF2YjZvtRXfPnXh', 'song_pop': 7, 'artist_pop': 13, 'instrumentalness': 0, 'key': 2, 'duration_ms': 217521, 'loudness': -12.439, 'valence': 0.549, 'energy': 0.279, 'danceability': 0.717}",spotify:artist:13h75oyWF2YjZvtRXfPnXh,https://p.scdn.co/mp3-preview/1ec1a40c84a9d47d25e9b0ea85f241f46b4717e2,217521.0,0.127,0.279,0.0,2.0,D,0.132,-12.439,90.653,0.549,0.717,Cole Porter,Love,,"Let's Do It, Let's Fall in Love",1928
183,[],https://i.scdn.co/image/457571ada5c2a943e5fedc6382be0de4bfc08aa8,spotify:track:4rp4wa22xEsQ2ROPZEPs0N,34.0,62.0,True,"{'acousticness': 0.0134, 'genres': [], 'artist_img': u'https://i.scdn.co/image/457571ada5c2a943e5fedc6382be0de4bfc08aa8', 'song_uri': u'spotify:track:4rp4wa22xEsQ2ROPZEPs0N', 'exact_song_match': True, 'song_name': u'Machine Gun', 'liveness': 0.301, 'tempo': 112.913, 'preview_url': u'https://p.scdn.co/mp3-preview/bf3a87f740ec79b2cd3b30bc96294adb07bbbc56', 'artist_name': u'Commodores', 'artist_uri': u'spotify:artist:6twIAGnYuIT1pncMAsXnEm', 'song_pop': 34, 'artist_pop': 62, 'instrumentalness': 0.826, 'key': 5, 'duration_ms': 158293, 'loudness': -6.574, 'valence': 0.726, 'energy': 0.971, 'danceability': 0.749}",spotify:artist:6twIAGnYuIT1pncMAsXnEm,https://p.scdn.co/mp3-preview/bf3a87f740ec79b2cd3b30bc96294adb07bbbc56,158293.0,0.0134,0.971,0.826,5.0,F,0.301,-6.574,112.913,0.726,0.749,Commodores,Party songs,http://open.spotify.com/track/2INLSpeJq53F0HtnNHV3Ad,Machine Gun,1974
184,[],https://i.scdn.co/image/73dfd3c49e17f76576c411636b72ff4985bf82ec,spotify:track:6gbdLLUhocAjThL3GvV6Lx,39.0,50.0,False,"{'acousticness': 0.181, 'genres': [], 'artist_img': u'https://i.scdn.co/image/73dfd3c49e17f76576c411636b72ff4985bf82ec', 'song_uri': u'spotify:track:6gbdLLUhocAjThL3GvV6Lx', 'exact_song_match': False, 'song_name': u'Brimful Of Asha - Norman Cook Remix', 'liveness': 0.118, 'tempo': 125.663, 'preview_url': u'https://p.scdn.co/mp3-preview/e286a4a2a97c7616dc62ca1ab1bdb2c20087417c', 'artist_name': u'Cornershop', 'artist_uri': u'spotify:artist:3Kf7VEIRWquxrNIuyJZnfF', 'song_pop': 39, 'artist_pop': 50, 'instrumentalness': 0, 'key': 11, 'duration_ms': 240933, 'loudness': -3.007, 'valence': 0.933, 'energy': 0.948, 'danceability': 0.662}",spotify:artist:3Kf7VEIRWquxrNIuyJZnfF,https://p.scdn.co/mp3-preview/e286a4a2a97c7616dc62ca1ab1bdb2c20087417c,240933.0,0.181,0.948,0.0,11.0,B,0.118,-3.007,125.663,0.933,0.662,Cornershop,Party songs,http://open.spotify.com/track/3Zh5cecN8TqelTN30SJUww,Brimful of Asha,1997
185,[],https://i.scdn.co/image/deafcdc1f37117439a1184bddd53d29371c63599,,,34.0,False,"{'acousticness': None, 'genres': [], 'artist_img': u'https://i.scdn.co/image/deafcdc1f37117439a1184bddd53d29371c63599', 'song_uri': None, 'exact_song_match': False, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 34, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,,,,,,,,,,Country Joe and the Fish,Politics and protest,,The â€œFishâ€ù Cheer/I-Feel-Like-I'm-Fixin'-to-Die Rag,"1,967.00"
186,[],https://i.scdn.co/image/c28814938002a5c6916d54242e0f19b7f5adf470,spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,45.0,56.0,True,"{'acousticness': 0.261, 'genres': [], 'artist_img': u'https://i.scdn.co/image/c28814938002a5c6916d54242e0f19b7f5adf470', 'song_uri': u'spotify:track:0ToHhkK4qtwEyKOxhQpMbJ', 'exact_song_match': True, 'song_name': u'Ohio', 'liveness': 0.184, 'tempo': 79.296, 'preview_url': u'https://p.scdn.co/mp3-preview/60704f927b58e55f849ca23e7a392593ac2bbe84', 'artist_name': u'Crosby, Stills, Nash & Young', 'artist_uri': u'spotify:artist:1CYsQCypByMVgnv17qsSbQ', 'song_pop': 45, 'artist_pop': 56, 'instrumentalness': 0.0162, 'key': 0, 'duration_ms': 183733, 'loudness': -10.94, 'valence': 0.731, 'energy': 0.529, 'danceability': 0.445}",spotify:artist:1CYsQCypByMVgnv17qsSbQ,https://p.scdn.co/mp3-preview/60704f927b58e55f849ca23e7a392593ac2bbe84,183733.0,0.261,0.529,0.0162,0.0,C,0.184,-10.94,79.296,0.731,0.445,"Crosby, Stills, Nash and Young",Politics and protest,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2,Ohio,1970
187,[],,spotify:track:0YI67hVliBjJPsagXtJ7hG,1.0,1.0,False,"{'acousticness': 0.215, 'genres': [], 'artist_img': None, 'song_uri': u'spotify:track:0YI67hVliBjJPsagXtJ7hG', 'exact_song_match': False, 'song_name': u'Somebody Oughta Turn Your Head Around', 'liveness': 0.104, 'tempo': 112.438, 'preview_url': u'https://p.scdn.co/mp3-preview/bfcb49320fd447a3c1315bd242f66c2f0ca6c2ca', 'artist_name': u'Crystal Mansion', 'artist_uri': u'spotify:artist:5Tsn5c0P3OMXUZaLHTGv4B', 'song_pop': 1, 'artist_pop': 1, 'instrumentalness': 0.0354, 'key': 9, 'duration_ms': 206173, 'loudness': -8.834, 'valence': 0.697, 'energy': 0.815, 'danceability': 0.751}",spotify:artist:5Tsn5c0P3OMXUZaLHTGv4B,https://p.scdn.co/mp3-preview/bfcb49320fd447a3c1315bd242f66c2f0ca6c2ca,206173.0,0.215,0.815,0.0354,9.0,A,0.104,-8.834,112.438,0.697,0.751,Crystal Mansion,Party songs,,Somebody Oughta Turn YourÂ Head Around,1972
188,[],https://i.scdn.co/image/df36e9a156d91948876a8ae8b1e513880e54b77e,,,47.0,False,"{'acousticness': None, 'genres': [], 'artist_img': u'https://i.scdn.co/image/df36e9a156d91948876a8ae8b1e513880e54b77e', 'song_uri': None, 'exact_song_match': False, 'song_name': None, 'liveness': None, 'tempo': None, 'preview_url': None, 'artist_uri': None, 'song_pop': None, 'artist_pop': 47, 'instrumentalness': None, 'key': None, 'duration_ms': None, 'loudness': None, 'valence': None, 'energy': None, 'danceability': None}",,,,,,,,,,,,,,CSS,Sex,http://open.spotify.com/track/4Cz17oLEdM9MY5BYtd0S2N,Let's Make Love and Listen to Death from Above,2006
189,[],https://i.scdn.co/image/ae35d1dbe8cf7c03451be651aa3b116a7fef3280,spotify:track:01gDLZsi0j5fWC28FLPNO8,58.0,58.0,False,"{'acousticness': 0.141, 'genres': [], 'artist_img': u'https://i.scdn.co/image/ae35d1dbe8cf7c03451be651aa3b116a7fef3280', 'song_uri': u'spotify:track:01gDLZsi0j5fWC28FLPNO8', 'exact_song_match': False, 'song_name': u'Move On Up - Extended Version', 'liveness': 0.101, 'tempo': 138.341, 'preview_url': u'https://p.scdn.co/mp3-preview/070c80b7f6d20ada50ea676d9400a7b0de85a34e', 'artist_name': u'Curtis Mayfield', 'artist_uri': u'spotify:artist:2AV6XDIs32ofIJhkkDevjm', 'song_pop': 58, 'artist_pop': 58, 'instrumentalness': 0.501, 'key': 11, 'duration_ms': 535333, 'loudness': -6.534, 'valence': 0.867, 'energy': 0.975, 'danceability': 0.584}",spotify:artist:2AV6XDIs32ofIJhkkDevjm,https://p.scdn.co/mp3-preview/070c80b7f6d20ada50ea676d9400a7b0de85a34e,535333.0,0.141,0.975,0.501,11.0,B,0.101,-6.534,138.341,0.867,0.584,Curtis Mayfield,Party songs,http://open.spotify.com/track/6evohxlACvIJ6vAs1083NQ,Move On Up,1970
190,[],https://i.scdn.co/image/16a16f47337abfe8b8859e1f9c8d2fab497d588c,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,67.0,66.0,True,"{'acousticness': 0.214, 'genres': [], 'artist_img': u'https://i.scdn.co/image/16a16f47337abfe8b8859e1f9c8d2fab497d588c', 'song_uri': u'spotify:track:2zjt2hHBbiv5SuxYg8Z7eP', 'exact_song_match': True, 'song_name': u'Girls Just Want to Have Fun', 'liveness': 0.308, 'tempo': 120.465, 'preview_url': u'https://p.scdn.co/mp3-preview/6bee4180ef21c7badcfae3293ce3427c2e2dfa37', 'artist_name': u'Cyndi Lauper', 'artist_uri': u'spotify:artist:2BTZIqw0ntH9MvilQ3ewNY', 'song_pop': 67, 'artist_pop': 66, 'instrumentalness': 0.000571, 'key': 6, 'duration_ms': 238120, 'loudness': -5.269, 'valence': 0.741, 'energy': 0.788, 'danceability': 0.707}",spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,https://p.scdn.co/mp3-preview/6bee4180ef21c7badcfae3293ce3427c2e2dfa37,238120.0,0.214,0.788,0.000571,6.0,F#,0.308,-5.269,120.465,0.741,0.707,Cyndi Lauper,Party songs,http://open.spotify.com/track/7sMGwiS4vOMcz86ZY3vKYM,Girls Just Want to Have Fun,1983
191,[],https://i.scdn.co/image/93bcec2fca85cdc5b1624b0d4f7c71169dfa1b40,spotify:track:3tyUh8UpK0PVu00AjbP1UG,55.0,64.0,True,"{'acousticness': 0.53, 'genres': [], 'artist_img': u'https://i.scdn.co/image/93bcec2fca85cdc5b1624b0d4f7c71169dfa1b40', 'song_uri': u'spotify:track:3tyUh8UpK0PVu00AjbP1UG', 'exact_song_match': True, 'song_name': u'Brown Sugar', 'liveness': 0.102, 'tempo': 83.077, 'preview_url': u'https://p.scdn.co/mp3-preview/c85d34a79969d6f1635357d149b8c90bbdab579d', 'artist_name': u""D'Angelo"", 'artist_uri': u'spotify:artist:336vr2M3Va0FjyvB55lJEd', 'song_pop': 55, 'artist_pop': 64, 'instrumentalness': 0.0342, 'key': 9, 'duration_ms': 262893, 'loudness': -8.342, 'valence': 0.585, 'energy': 0.486, 'danceability': 0.718}",spotify:artist:336vr2M3Va0FjyvB55lJEd,https://p.scdn.co/mp3-preview/c85d34a79969d6f1635357d149b8c90bbdab579d,262893.0,0.53,0.486,0.0342,9.0,A,0.102,-8.342,83.077,0.585,0.718,D'Angelo,Sex,http://open.spotify.com/track/3tyUh8UpK0PVu00AjbP1UG,Brown Sugar,1995
192,[],https://i.scdn.co/image/7340c3d9657a4851e19a1173a4eab3990482fea5,spotify:track:0MyY4WcN7DIfbSmp5yej5z,51.0,77.0,True,"{'acousticness': 0.00196, 'genres': [], 'artist_img': u'https://i.scdn.co/image/7340c3d9657a4851e19a1173a4eab3990482fea5', 'song_uri': u'spotify:track:0MyY4WcN7DIfbSmp5yej5z', 'exact_song_match': True, 'song_name': u'Da Funk', 'liveness': 0.267, 'tempo': 111.215, 'preview_url': u'https://p.scdn.co/mp3-preview/b17c3e133675a0a5e387b323f68daa5a37ffd66b', 'artist_name': u'Daft Punk', 'artist_uri': u'spotify:artist:4tZwfgrHOc3mvqYlEYSvVi', 'song_pop': 51, 'artist_pop': 77, 'instrumentalness': 0.891, 'key': 0, 'duration_ms': 328680, 'loudness': -5.269, 'valence': 0.885, 'energy': 0.7, 'danceability': 0.806}",spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,https://p.scdn.co/mp3-preview/b17c3e133675a0a5e387b323f68daa5a37ffd66b,328680.0,0.00196,0.7,0.891,0.0,C,0.267,-5.269,111.215,0.885,0.806,Daft Punk,Party songs,http://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z,Da Funk,1995
193,[],https://i.scdn.co/image/27d2409401e22dd665d10dcd70cefd7fb1227ab9,spotify:track:4alBIXf6Z8ZqJT7pxUL905,22.0,38.0,True,"{'acousticness': 0.0436, 'genres': [], 'artist_img': u'https://i.scdn.co/image/27d2409401e22dd665d10dcd70cefd7fb1227ab9', 'song_uri': u'spotify:track:4alBIXf6Z8ZqJT7pxUL905', 'exact_song_match': True, 'song_name': u'Thou Shalt Always Kill', 'liveness': 0.1, 'tempo': 129.998, 'preview_url': u'https://p.scdn.co/mp3-preview/6d0482525f09dddde10ebaa2fe2e9f839e2f40da', 'artist_name': u'Dan Le Sac vs Scroobius Pip', 'artist_uri': u'spotify:artist:43wKY96Kd6ucV8s3KTekTn', 'song_pop': 22, 'artist_pop': 38, 'instrumentalness': 3.7e-05, 'key': 6, 'duration_ms': 318840, 'loudness': -4.389, 'valence': 0.919, 'energy': 0.939, 'danceability': 0.7}",spotify:artist:43wKY96Kd6ucV8s3KTekTn,https://p.scdn.co/mp3-preview/6d0482525f09dddde10ebaa2fe2e9f839e2f40da,318840.0,0.0436,0.939,3.7e-05,6.0,F#,0.1,-4.389,129.998,0.919,0.7,Dan Le Sac vs Scroobius Pip,Politics and protest,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57,Thou Shalt Always Kill,2007
194,[],https://i.scdn.co/image/42c1d25ee8b5e0627fce92347ae024fd89d6e1e9,spotify:track:6wcihQv2JhHwQfNWakzUzd,39.0,45.0,True,"{'acousticness': 0.962, 'genres': [], 'artist_img': u'https://i.scdn.co/image/42c1d25ee8b5e0627fce92347ae024fd89d6e1e9', 'song_uri': u'spotify:track:6wcihQv2JhHwQfNWakzUzd', 'exact_song_match': True, 'song_name': u'Some Things Last A Long Time', 'liveness': 0.121, 'tempo': 78.91, 'preview_url': u'https://p.scdn.co/mp3-preview/e18166793b042487eb852a5d54c07caa5ffd781f', 'artist_name': u'Daniel Johnston', 'artist_uri': u'spotify:artist:1jeYbk5eqo6wgsQPjLeU5w', 'song_pop': 39, 'artist_pop': 45, 'instrumentalness': 0.0724, 'key': 0, 'duration_ms': 292866, 'loudness': -10.624, 'valence': 0.196, 'energy': 0.131, 'danceability': 0.533}",spotify:artist:1jeYbk5eqo6wgsQPjLeU5w,https://p.scdn.co/mp3-preview/e18166793b042487eb852a5d54c07caa5ffd781f,292866.0,0.962,0.131,0.0724,0.0,C,0.121,-10.624,78.91,0.196,0.533,Daniel Johnston,Heartbreak,,Some Things Last a Long Time,1990
195,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:2nxRMneammJUe5cUBaBWMO,32.0,78.0,True,"{'acousticness': 0.129, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:2nxRMneammJUe5cUBaBWMO', 'exact_song_match': True, 'song_name': u'Never Get Old', 'liveness': 0.105, 'tempo': 99.842, 'preview_url': u'https://p.scdn.co/mp3-preview/02f477207a8a5eb17c57b12ddf9b0fc07ecb03f1', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 32, 'artist_pop': 78, 'instrumentalness': 0.000737, 'key': 0, 'duration_ms': 264933, 'loudness': -4.056, 'valence': 0.409, 'energy': 0.855, 'danceability': 0.638}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/02f477207a8a5eb17c57b12ddf9b0fc07ecb03f1,264933.0,0.129,0.855,0.000737,0.0,C,0.105,-4.056,99.842,0.409,0.638,David Bowie,Life and death,,Never Get Old,2003
196,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:0PUmT62MdJwmVf4sUjbHFW,20.0,78.0,False,"{'acousticness': 0.0226, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:0PUmT62MdJwmVf4sUjbHFW', 'exact_song_match': False, 'song_name': u'The Wedding Song - 2003 Remastered Version', 'liveness': 0.163, 'tempo': 87.955, 'preview_url': u'https://p.scdn.co/mp3-preview/83d5264b5eff9688ddfa88b3d2fc5cdc53a1c94d', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 20, 'artist_pop': 78, 'instrumentalness': 0.0171, 'key': 9, 'duration_ms': 270733, 'loudness': -7.49, 'valence': 0.514, 'energy': 0.774, 'danceability': 0.527}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/83d5264b5eff9688ddfa88b3d2fc5cdc53a1c94d,270733.0,0.0226,0.774,0.0171,9.0,A,0.163,-7.49,87.955,0.514,0.527,David Bowie,Love,http://open.spotify.com/track/0PUmT62MdJwmVf4sUjbHFW,The Wedding Song,"1,993.00"
197,[],https://i.scdn.co/image/fa01304dc81a37a3424795d65239f3d52e4b8bab,spotify:track:4BQdwLqYTAAD7ZoBU4RsqR,0.0,3.0,False,"{'acousticness': 0.0428, 'genres': [], 'artist_img': u'https://i.scdn.co/image/fa01304dc81a37a3424795d65239f3d52e4b8bab', 'song_uri': u'spotify:track:4BQdwLqYTAAD7ZoBU4RsqR', 'exact_song_match': False, 'song_name': u'Let&apos;s Dance (In The Style Of David Bowie) - Karaoke Version', 'liveness': 0.111, 'tempo': 114.989, 'preview_url': u'https://p.scdn.co/mp3-preview/c70d1ede9e01f2885496f859e93ec6c86a472bd7', 'artist_name': u'Immense Media', 'artist_uri': u'spotify:artist:5U1j7oXCDfxiUiQHR73KiC', 'song_pop': 0, 'artist_pop': 3, 'instrumentalness': 0.579, 'key': 8, 'duration_ms': 247327, 'loudness': -11.845, 'valence': 0.813, 'energy': 0.705, 'danceability': 0.793}",spotify:artist:5U1j7oXCDfxiUiQHR73KiC,https://p.scdn.co/mp3-preview/c70d1ede9e01f2885496f859e93ec6c86a472bd7,247327.0,0.0428,0.705,0.579,8.0,G#,0.111,-11.845,114.989,0.813,0.793,David Bowie,Party songs,http://open.spotify.com/track/2nIuUXnHHzS3wymUhJdVa8,Let's Dance,"1,983.00"
198,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:3YpWvsDgba0RBXRQIoZmCK,25.0,78.0,False,"{'acousticness': 0.214, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:3YpWvsDgba0RBXRQIoZmCK', 'exact_song_match': False, 'song_name': u'Repetition - 1999 Remastered Version', 'liveness': 0.042, 'tempo': 128.966, 'preview_url': u'https://p.scdn.co/mp3-preview/ab4cead8eee7798ed030c2d6e3bc0ba6879cd5ef', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 25, 'artist_pop': 78, 'instrumentalness': 0.396, 'key': 8, 'duration_ms': 181826, 'loudness': -10.679, 'valence': 0.901, 'energy': 0.742, 'danceability': 0.701}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/ab4cead8eee7798ed030c2d6e3bc0ba6879cd5ef,181826.0,0.214,0.742,0.396,8.0,G#,0.042,-10.679,128.966,0.901,0.701,David Bowie,Heartbreak,http://open.spotify.com/track/6Q4S1KWuAg082DHm6BsazJ,Repetition,1979
199,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:5j6ZZwA9BnxZi5Bk0Ng4jB,69.0,78.0,False,"{'acousticness': 0.000265, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:5j6ZZwA9BnxZi5Bk0Ng4jB', 'exact_song_match': False, 'song_name': u'Heroes - 1999 Remastered Version', 'liveness': 0.191, 'tempo': 112.577, 'preview_url': u'https://p.scdn.co/mp3-preview/a4b800deff2a82c4f38e2dc6fe466ff07981116a', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 69, 'artist_pop': 78, 'instrumentalness': 0.585, 'key': 7, 'duration_ms': 370373, 'loudness': -6.977, 'valence': 0.418, 'energy': 0.774, 'danceability': 0.478}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/a4b800deff2a82c4f38e2dc6fe466ff07981116a,370373.0,0.000265,0.774,0.585,7.0,G,0.191,-6.977,112.577,0.418,0.478,David Bowie,Love,http://open.spotify.com/track/1qyRX6xXvsmbxR6FEnVSv2,Heroes,1977
200,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,65.0,78.0,False,"{'acousticness': 0.639, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:3ZE3wv8V3w2T2f7nOCjV0N', 'exact_song_match': False, 'song_name': u'Life On Mars? - 2015 Remastered Version', 'liveness': 0.0539, 'tempo': 123.281, 'preview_url': u'https://p.scdn.co/mp3-preview/8ec3a4b322c0df167ad409a668ceaa704fcbd1c0', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 65, 'artist_pop': 78, 'instrumentalness': 7.7e-05, 'key': 10, 'duration_ms': 235986, 'loudness': -14.635, 'valence': 0.212, 'energy': 0.384, 'danceability': 0.442}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/8ec3a4b322c0df167ad409a668ceaa704fcbd1c0,235986.0,0.639,0.384,7.7e-05,10.0,A#,0.0539,-14.635,123.281,0.212,0.442,David Bowie,People and places,http://open.spotify.com/track/1EdKQ7nYYmMEsrcehcHf4Q,Life On Mars?,"1,971.00"
201,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:2NOsNak3mXN0Y3678sVn6V,32.0,78.0,False,"{'acousticness': 0.12, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:2NOsNak3mXN0Y3678sVn6V', 'exact_song_match': False, 'song_name': u'Kooks - 1999 Remastered Version', 'liveness': 0.104, 'tempo': 127.886, 'preview_url': u'https://p.scdn.co/mp3-preview/b37985bae3e303690019cfae699e0cff7cc1ad27', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 32, 'artist_pop': 78, 'instrumentalness': 0, 'key': 9, 'duration_ms': 173466, 'loudness': -11.228, 'valence': 0.727, 'energy': 0.447, 'danceability': 0.597}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/b37985bae3e303690019cfae699e0cff7cc1ad27,173466.0,0.12,0.447,0.0,9.0,A,0.104,-11.228,127.886,0.727,0.597,David Bowie,Life and death,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq,Kooks,1971
202,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:44tvF7bl639TEqkz56pu5D,35.0,78.0,False,"{'acousticness': 0.844, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:44tvF7bl639TEqkz56pu5D', 'exact_song_match': False, 'song_name': u'Letter To Hermione - 2015 Remastered Version', 'liveness': 0.108, 'tempo': 81.344, 'preview_url': u'https://p.scdn.co/mp3-preview/c6ab6bf7c3744e328d3e38a33cbc4e8a999742d3', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 35, 'artist_pop': 78, 'instrumentalness': 0.000196, 'key': 4, 'duration_ms': 156960, 'loudness': -16.366, 'valence': 0.568, 'energy': 0.264, 'danceability': 0.466}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/c6ab6bf7c3744e328d3e38a33cbc4e8a999742d3,156960.0,0.844,0.264,0.000196,4.0,E,0.108,-16.366,81.344,0.568,0.466,David Bowie,Heartbreak,http://open.spotify.com/track/13YcDQxaOktczzQBliAISJ,Letter to Hermione,1969
203,[],https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e,spotify:track:72Z17vmmeQKAg8bptWvpVG,59.0,78.0,False,"{'acousticness': 0.0748, 'genres': [], 'artist_img': u'https://i.scdn.co/image/76e50c6493a4173e5294374ae88be0ce42ed091e', 'song_uri': u'spotify:track:72Z17vmmeQKAg8bptWvpVG', 'exact_song_match': False, 'song_name': u'Space Oddity - 2015 Remastered Version', 'liveness': 0.177, 'tempo': 139.539, 'preview_url': u'https://p.scdn.co/mp3-preview/b39f0ae16451e7aca47dec309ea7d55aad607b8e', 'artist_name': u'David Bowie', 'artist_uri': u'spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy', 'song_pop': 59, 'artist_pop': 78, 'instrumentalness': 0.000138, 'key': 0, 'duration_ms': 318813, 'loudness': -12.621, 'valence': 0.429, 'energy': 0.443, 'danceability': 0.299}",spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,https://p.scdn.co/mp3-preview/b39f0ae16451e7aca47dec309ea7d55aad607b8e,318813.0,0.0748,0.443,0.000138,0.0,C,0.177,-12.621,139.539,0.429,0.299,David Bowie,People and places,http://open.spotify.com/track/7IBfmCrfaR3SLVemWhsucQ,Space Oddity,1969
