,Unnamed: 0,artist,subgenre,genre,master_genre
7655,7655,Moody Blues,hard rock,Rock music,Rock music
7656,7656,Moody Blues,mellow gold,,Rock music
7657,7657,Moody Blues,pop christmas,Pop music,Rock music
7658,7658,Moody Blues,progressive rock,Progressive music,Rock music
7659,7659,Moody Blues,psychedelic rock,Rock music,Rock music
7660,7660,Moody Blues,rock,Rock music,Rock music
7661,7661,Moody Blues,roots rock,Rock music,Rock music
7662,7662,Moody Blues,singer-songwriter,,Rock music
7663,7663,Moody Blues,soft rock,Rock music,Rock music
7664,7664,Moody Blues,space rock,Rock music,Rock music
7665,7665,Moody Blues,symphonic rock,Rock music,Rock music
7666,7666,Moody Blues,traditional folk,Pop music,Rock music
7667,7667,Starpoint,classic funk rock,Rock music,Rock music
7668,7668,Starpoint,disco,House music,Rock music
7669,7669,Starpoint,freestyle,Hip hop,Rock music
7670,7670,Starpoint,funk,Jazz,Rock music
7671,7671,Starpoint,post-disco,,Rock music
7672,7672,Starpoint,quiet storm,,Rock music
7673,7673,Starpoint,urban contemporary,Gospel music,Rock music
7674,7674,Daryl Hall,mellow gold,,Rock music
7675,7675,Daryl Hall,soft rock,Rock music,Rock music
7676,7676,Force M.D.'s,freestyle,Hip hop,Jazz
7677,7677,Force M.D.'s,funk,Jazz,Jazz
7678,7678,Force M.D.'s,new jack swing,Blues music,Jazz
7679,7679,Force M.D.'s,quiet storm,,Jazz
7680,7680,Force M.D.'s,soul christmas,Jazz,Jazz
7681,7681,Force M.D.'s,urban contemporary,Gospel music,Jazz
7682,7682,Thompson Twins,dance rock,Rock music,Rock music
7683,7683,Thompson Twins,mellow gold,,Rock music
7684,7684,Thompson Twins,new romantic,Blues music,Rock music
7685,7685,Thompson Twins,new wave,Electronic music,Rock music
7686,7686,Thompson Twins,new wave pop,Pop music,Rock music
7687,7687,Thompson Twins,soft rock,Rock music,Rock music
7688,7688,Thompson Twins,synthpop,Electronic music,Rock music
7689,7689,Toto,album rock,Rock music,Rock music
7690,7690,Toto,art rock,Rock music,Rock music
7691,7691,Toto,classic funk rock,Rock music,Rock music
7692,7692,Toto,classic rock,Rock music,Rock music
7693,7693,Toto,dance rock,Rock music,Rock music
7694,7694,Toto,hard rock,Rock music,Rock music
7695,7695,Toto,mellow gold,,Rock music
7696,7696,Toto,new romantic,Blues music,Rock music
7697,7697,Toto,new wave,Electronic music,Rock music
7698,7698,Toto,new wave pop,Pop music,Rock music
7699,7699,Toto,rock,Rock music,Rock music
7700,7700,Toto,soft rock,Rock music,Rock music
7701,7701,Stevie Wonder,adult standards,Pop music,Jazz
7702,7702,Stevie Wonder,brill building pop,Pop music,Jazz
7703,7703,Stevie Wonder,classic funk rock,Rock music,Jazz
7704,7704,Stevie Wonder,disco,House music,Jazz
7705,7705,Stevie Wonder,funk,Jazz,Jazz
7706,7706,Stevie Wonder,funk rock,Fusion music,Jazz
7707,7707,Stevie Wonder,mellow gold,,Jazz
7708,7708,Stevie Wonder,motown,,Jazz
7709,7709,Stevie Wonder,quiet storm,,Jazz
7710,7710,Stevie Wonder,r&b,,Jazz
7711,7711,Stevie Wonder,singer-songwriter,,Jazz
7712,7712,Stevie Wonder,soft rock,Rock music,Jazz
7713,7713,Stevie Wonder,soul,Jazz,Jazz
7714,7714,Stevie Wonder,soul christmas,Jazz,Jazz
7715,7715,Wham!,persian pop,Pop music,Pop music
7716,7716,Chaka Khan,adult standards,Pop music,Jazz
7717,7717,Chaka Khan,chicago soul,Blues music,Jazz
7718,7718,Chaka Khan,classic funk rock,Rock music,Jazz
7719,7719,Chaka Khan,disco,House music,Jazz
7720,7720,Chaka Khan,funk,Jazz,Jazz
7721,7721,Chaka Khan,funk rock,Fusion music,Jazz
7722,7722,Chaka Khan,jazz blues,Jazz,Jazz
7723,7723,Chaka Khan,jazz funk,Jazz,Jazz
7724,7724,Chaka Khan,memphis soul,Blues music,Jazz
7725,7725,Chaka Khan,motown,,Jazz
7726,7726,Chaka Khan,neo soul,Jazz,Jazz
7727,7727,Chaka Khan,post-disco,,Jazz
7728,7728,Chaka Khan,quiet storm,,Jazz
7729,7729,Chaka Khan,r&b,,Jazz
7730,7730,Chaka Khan,soul,Jazz,Jazz
7731,7731,Chaka Khan,soul blues,Blues music,Jazz
7732,7732,Chaka Khan,soul christmas,Jazz,Jazz
7733,7733,Chaka Khan,southern soul,Gospel music,Jazz
7734,7734,Chaka Khan,urban contemporary,Gospel music,Jazz
7735,7735,Chaka Khan,vocal jazz,Jazz,Jazz
7736,7736,A-Ha,art rock,Rock music,Rock music
7737,7737,A-Ha,dance rock,Rock music,Rock music
7738,7738,A-Ha,europop,Pop music,Rock music
7739,7739,A-Ha,mellow gold,,Rock music
7740,7740,A-Ha,new romantic,Blues music,Rock music
7741,7741,A-Ha,new wave,Electronic music,Rock music
7742,7742,A-Ha,new wave pop,Pop music,Rock music
7743,7743,A-Ha,permanent wave,Electronic music,Rock music
7744,7744,A-Ha,soft rock,Rock music,Rock music
7745,7745,A-Ha,synthpop,Electronic music,Rock music
7746,7746,REO Speedwagon,album rock,Rock music,Rock music
7747,7747,REO Speedwagon,classic rock,Rock music,Rock music
7748,7748,REO Speedwagon,glam metal,Heavy metal,Rock music
7749,7749,REO Speedwagon,hard rock,Rock music,Rock music
7750,7750,REO Speedwagon,mellow gold,,Rock music
7751,7751,REO Speedwagon,new wave pop,Pop music,Rock music
7752,7752,REO Speedwagon,rock,Rock music,Rock music
7753,7753,REO Speedwagon,soft rock,Rock music,Rock music
7754,7754,REO Speedwagon,southern rock,Rock music,Rock music
7755,7755,John Parr,album rock,Rock music,Rock music
7756,7756,John Parr,dance rock,Rock music,Rock music
7757,7757,John Parr,mellow gold,,Rock music
7758,7758,John Parr,new romantic,Blues music,Rock music
7759,7759,John Parr,new wave pop,Pop music,Rock music
7760,7760,John Parr,rock,Rock music,Rock music
7761,7761,John Parr,soft rock,Rock music,Rock music
7762,7762,Glenn Frey,album rock,Rock music,Rock music
7763,7763,Glenn Frey,classic rock,Rock music,Rock music
7764,7764,Glenn Frey,folk,Pop music,Rock music
7765,7765,Glenn Frey,folk rock,Rock music,Rock music
7766,7766,Glenn Frey,mellow gold,,Rock music
7767,7767,Glenn Frey,rock,Rock music,Rock music
7768,7768,Glenn Frey,singer-songwriter,,Rock music
7769,7769,Glenn Frey,soft rock,Rock music,Rock music
7770,7770,Glenn Frey,southern rock,Rock music,Rock music
7771,7771,Jan Hammer,dance rock,Rock music,Rock music
7772,7772,Jan Hammer,new romantic,Blues music,Rock music
7773,7773,Jan Hammer,new wave,Electronic music,Rock music
7774,7774,Jan Hammer,new wave pop,Pop music,Rock music
7775,7775,Jan Hammer,soft rock,Rock music,Rock music
7776,7776,Jan Hammer,synthpop,Electronic music,Rock music
7777,7777,Billy Ocean,album rock,Rock music,Rock music
7778,7778,Billy Ocean,classic rock,Rock music,Rock music
7779,7779,Billy Ocean,glam rock,Rock music,Rock music
7780,7780,Billy Ocean,hard rock,Rock music,Rock music
7781,7781,Billy Ocean,heavy christmas,Heavy metal,Rock music
7782,7782,Billy Ocean,rock,Rock music,Rock music
7783,7783,Billy Ocean,singer-songwriter,,Rock music
7784,7784,Debarge,classic funk rock,Rock music,Jazz
7785,7785,Debarge,disco,House music,Jazz
7786,7786,Debarge,freestyle,Hip hop,Jazz
7787,7787,Debarge,funk,Jazz,Jazz
7788,7788,Debarge,motown,,Jazz
7789,7789,Debarge,new jack swing,Blues music,Jazz
7790,7790,Debarge,post-disco,,Jazz
7791,7791,Debarge,quiet storm,,Jazz
7792,7792,Debarge,soul,Jazz,Jazz
7793,7793,Debarge,urban contemporary,Gospel music,Jazz
7794,7794,Honeydrippers,mellow gold,,Rock music
7795,7795,Honeydrippers,soft rock,Rock music,Rock music
7796,7796,Honeydrippers,southern rock,Rock music,Rock music
7797,7797,Pointer Sisters,classic funk rock,Rock music,Rock music
7798,7798,Pointer Sisters,dance rock,Rock music,Rock music
7799,7799,Pointer Sisters,disco,House music,Rock music
7800,7800,Pointer Sisters,funk,Jazz,Rock music
7801,7801,Pointer Sisters,motown,,Rock music
7802,7802,Pointer Sisters,new romantic,Blues music,Rock music
7803,7803,Pointer Sisters,new wave pop,Pop music,Rock music
7804,7804,Pointer Sisters,quiet storm,,Rock music
7805,7805,Pointer Sisters,soft rock,Rock music,Rock music
7806,7806,Pointer Sisters,soul,Jazz,Rock music
7807,7807,Pointer Sisters,soul christmas,Jazz,Rock music
7808,7808,Pat Benatar,album rock,Rock music,Rock music
7809,7809,Pat Benatar,classic rock,Rock music,Rock music
7810,7810,Pat Benatar,dance rock,Rock music,Rock music
7811,7811,Pat Benatar,glam metal,Heavy metal,Rock music
7812,7812,Pat Benatar,hard rock,Rock music,Rock music
7813,7813,Pat Benatar,mellow gold,,Rock music
7814,7814,Pat Benatar,new romantic,Blues music,Rock music
7815,7815,Pat Benatar,new wave,Electronic music,Rock music
7816,7816,Pat Benatar,new wave pop,Pop music,Rock music
7817,7817,Pat Benatar,rock,Rock music,Rock music
7818,7818,Pat Benatar,soft rock,Rock music,Rock music
7819,7819,Commodores,chicago soul,Blues music,Jazz
7820,7820,Commodores,classic funk rock,Rock music,Jazz
7821,7821,Commodores,disco,House music,Jazz
7822,7822,Commodores,funk,Jazz,Jazz
7823,7823,Commodores,funk rock,Fusion music,Jazz
7824,7824,Commodores,jazz funk,Jazz,Jazz
7825,7825,Commodores,memphis soul,Blues music,Jazz
7826,7826,Commodores,motown,,Jazz
7827,7827,Commodores,quiet storm,,Jazz
7828,7828,Commodores,soul,Jazz,Jazz
7829,7829,Commodores,soul blues,Blues music,Jazz
7830,7830,Commodores,soul christmas,Jazz,Jazz
7831,7831,Commodores,southern soul,Gospel music,Jazz
7832,7832,Corey Hart,album rock,Rock music,Rock music
7833,7833,Corey Hart,dance rock,Rock music,Rock music
7834,7834,Corey Hart,mellow gold,,Rock music
7835,7835,Corey Hart,new romantic,Blues music,Rock music
7836,7836,Corey Hart,new wave,Electronic music,Rock music
7837,7837,Corey Hart,new wave pop,Pop music,Rock music
7838,7838,Corey Hart,rock,Rock music,Rock music
7839,7839,Corey Hart,soft rock,Rock music,Rock music
7840,7840,Corey Hart,synthpop,Electronic music,Rock music
7841,7841,Diana Ross,adult standards,Pop music,Jazz
7842,7842,Diana Ross,brill building pop,Pop music,Jazz
7843,7843,Diana Ross,chicago soul,Blues music,Jazz
7844,7844,Diana Ross,classic funk rock,Rock music,Jazz
7845,7845,Diana Ross,disco,House music,Jazz
7846,7846,Diana Ross,funk,Jazz,Jazz
7847,7847,Diana Ross,funk rock,Fusion music,Jazz
7848,7848,Diana Ross,jazz blues,Jazz,Jazz
7849,7849,Diana Ross,jazz funk,Jazz,Jazz
7850,7850,Diana Ross,mellow gold,,Jazz
7851,7851,Diana Ross,memphis soul,Blues music,Jazz
7852,7852,Diana Ross,motown,,Jazz
7853,7853,Diana Ross,quiet storm,,Jazz
7854,7854,Diana Ross,r&b,,Jazz
7855,7855,Diana Ross,soft rock,Rock music,Jazz
7856,7856,Diana Ross,soul,Jazz,Jazz
7857,7857,Diana Ross,soul blues,Blues music,Jazz
7858,7858,Diana Ross,soul christmas,Jazz,Jazz
7859,7859,Diana Ross,southern soul,Gospel music,Jazz
7860,7860,Diana Ross,urban contemporary,Gospel music,Jazz
7861,7861,Diana Ross,vocal jazz,Jazz,Jazz
7862,7862,Animotion,dance rock,Rock music,Electronic music
7863,7863,Animotion,freestyle,Hip hop,Electronic music
7864,7864,Animotion,new romantic,Blues music,Electronic music
7865,7865,Animotion,new wave,Electronic music,Electronic music
7866,7866,Animotion,new wave pop,Pop music,Electronic music
7867,7867,Animotion,synthpop,Electronic music,Electronic music
7868,7868,Harold Faltermeyer,soundtrack,,
7869,7869,Mary Jane Girls,classic funk rock,Rock music,Blues music
7870,7870,Mary Jane Girls,disco,House music,Blues music
7871,7871,Mary Jane Girls,freestyle,Hip hop,Blues music
7872,7872,Mary Jane Girls,funk,Jazz,Blues music
7873,7873,Mary Jane Girls,motown,,Blues music
7874,7874,Mary Jane Girls,new jack swing,Blues music,Blues music
7875,7875,Mary Jane Girls,post-disco,,Blues music
7876,7876,Mary Jane Girls,quiet storm,,Blues music
7877,7877,Mary Jane Girls,urban contemporary,Gospel music,Blues music
7878,7878,'Til Tuesday,boston rock,Rock music,Rock music
7879,7879,'Til Tuesday,dance rock,Rock music,Rock music
7880,7880,'Til Tuesday,mellow gold,,Rock music
7881,7881,'Til Tuesday,new romantic,Blues music,Rock music
7882,7882,'Til Tuesday,new wave,Electronic music,Rock music
7883,7883,'Til Tuesday,new wave pop,Pop music,Rock music
7884,7884,'Til Tuesday,synthpop,Electronic music,Rock music
7885,7885,Eurythmics,art rock,Rock music,Rock music
7886,7886,Eurythmics,dance rock,Rock music,Rock music
7887,7887,Eurythmics,europop,Pop music,Rock music
7888,7888,Eurythmics,mellow gold,,Rock music
7889,7889,Eurythmics,new romantic,Blues music,Rock music
7890,7890,Eurythmics,new wave,Electronic music,Rock music
7891,7891,Eurythmics,new wave pop,Pop music,Rock music
7892,7892,Eurythmics,soft rock,Rock music,Rock music
7893,7893,Eurythmics,synthpop,Electronic music,Rock music
7894,7894,Paul McCartney,adult standards,Pop music,Rock music
7895,7895,Paul McCartney,album rock,Rock music,Rock music
7896,7896,Paul McCartney,art rock,Rock music,Rock music
7897,7897,Paul McCartney,blues-rock,,Rock music
7898,7898,Paul McCartney,brill building pop,Pop music,Rock music
7899,7899,Paul McCartney,classic rock,Rock music,Rock music
7900,7900,Paul McCartney,folk,Pop music,Rock music
7901,7901,Paul McCartney,folk rock,Rock music,Rock music
7902,7902,Paul McCartney,mellow gold,,Rock music
7903,7903,Paul McCartney,pop christmas,Pop music,Rock music
7904,7904,Paul McCartney,psychedelic rock,Rock music,Rock music
7905,7905,Paul McCartney,rock,Rock music,Rock music
7906,7906,Paul McCartney,rockabilly,Fusion music,Rock music
7907,7907,Paul McCartney,roots rock,Rock music,Rock music
7908,7908,Paul McCartney,singer-songwriter,,Rock music
7909,7909,Paul McCartney,soft rock,Rock music,Rock music
7910,7910,Katrina and The Waves,dance rock,Rock music,Rock music
7911,7911,Katrina and The Waves,mellow gold,,Rock music
7912,7912,Katrina and The Waves,new romantic,Blues music,Rock music
7913,7913,Katrina and The Waves,new wave,Electronic music,Rock music
7914,7914,Katrina and The Waves,new wave pop,Pop music,Rock music
7915,7915,Katrina and The Waves,soft rock,Rock music,Rock music
7916,7916,Julian Lennon,mellow gold,,Rock music
7917,7917,Julian Lennon,new romantic,Blues music,Rock music
7918,7918,Julian Lennon,new wave pop,Pop music,Rock music
7919,7919,Julian Lennon,soft rock,Rock music,Rock music
7920,7920,Power Station,album rock,Rock music,Rock music
7921,7921,Power Station,dance rock,Rock music,Rock music
7922,7922,Power Station,mellow gold,,Rock music
7923,7923,Power Station,new romantic,Blues music,Rock music
7924,7924,Power Station,new wave,Electronic music,Rock music
7925,7925,Power Station,new wave pop,Pop music,Rock music
7926,7926,Power Station,soft rock,Rock music,Rock music
7927,7927,Power Station,synthpop,Electronic music,Rock music
7928,7928,Ashford and Simpson,classic funk rock,Rock music,Jazz
7929,7929,Ashford and Simpson,disco,House music,Jazz
7930,7930,Ashford and Simpson,funk,Jazz,Jazz
7931,7931,Ashford and Simpson,funk rock,Fusion music,Jazz
7932,7932,Ashford and Simpson,jazz funk,Jazz,Jazz
7933,7933,Ashford and Simpson,motown,,Jazz
7934,7934,Ashford and Simpson,post-disco,,Jazz
7935,7935,Ashford and Simpson,quiet storm,,Jazz
7936,7936,Ashford and Simpson,soul,Jazz,Jazz
7937,7937,Ashford and Simpson,urban contemporary,Gospel music,Jazz
7938,7938,Jermaine Jackson,classic funk rock,Rock music,Jazz
7939,7939,Jermaine Jackson,disco,House music,Jazz
7940,7940,Jermaine Jackson,freestyle,Hip hop,Jazz
7941,7941,Jermaine Jackson,funk,Jazz,Jazz
7942,7942,Jermaine Jackson,motown,,Jazz
7943,7943,Jermaine Jackson,new jack swing,Blues music,Jazz
7944,7944,Jermaine Jackson,post-disco,,Jazz
7945,7945,Jermaine Jackson,quiet storm,,Jazz
7946,7946,Jermaine Jackson,soul,Jazz,Jazz
7947,7947,Jermaine Jackson,urban contemporary,Gospel music,Jazz
7948,7948,Night Ranger,album rock,Rock music,Rock music
7949,7949,Night Ranger,classic rock,Rock music,Rock music
7950,7950,Night Ranger,glam metal,Heavy metal,Rock music
7951,7951,Night Ranger,hard rock,Rock music,Rock music
7952,7952,Night Ranger,rock,Rock music,Rock music
7953,7953,Yes,album rock,Rock music,Rock music
7954,7954,Yes,art rock,Rock music,Rock music
7955,7955,Yes,classic rock,Rock music,Rock music
7956,7956,Yes,hard rock,Rock music,Rock music
7957,7957,Yes,progressive rock,Progressive music,Rock music
7958,7958,Yes,psychedelic rock,Rock music,Rock music
7959,7959,Yes,rock,Rock music,Rock music
7960,7960,Yes,soft rock,Rock music,Rock music
7961,7961,Yes,space rock,Rock music,Rock music
7962,7962,Yes,symphonic rock,Rock music,Rock music
7963,7963,Ray Parker Jr.,classic funk rock,Rock music,Jazz
7964,7964,Ray Parker Jr.,disco,House music,Jazz
7965,7965,Ray Parker Jr.,funk,Jazz,Jazz
7966,7966,Ray Parker Jr.,motown,,Jazz
7967,7967,Ray Parker Jr.,post-disco,,Jazz
7968,7968,Ray Parker Jr.,quiet storm,,Jazz
7969,7969,Ray Parker Jr.,soul christmas,Jazz,Jazz
7970,7970,Culture Club,dance rock,Rock music,Rock music
7971,7971,Culture Club,mellow gold,,Rock music
7972,7972,Culture Club,new romantic,Blues music,Rock music
7973,7973,Culture Club,new wave,Electronic music,Rock music
7974,7974,Culture Club,new wave pop,Pop music,Rock music
7975,7975,Culture Club,soft rock,Rock music,Rock music
7976,7976,Culture Club,synthpop,Electronic music,Rock music
7977,7977,John Waite,album rock,Rock music,Rock music
7978,7978,John Waite,dance rock,Rock music,Rock music
7979,7979,John Waite,mellow gold,,Rock music
7980,7980,John Waite,new romantic,Blues music,Rock music
7981,7981,John Waite,new wave pop,Pop music,Rock music
7982,7982,John Waite,rock,Rock music,Rock music
7983,7983,John Waite,soft rock,Rock music,Rock music
7984,7984,Deniece Williams,classic funk rock,Rock music,Jazz
7985,7985,Deniece Williams,disco,House music,Jazz
7986,7986,Deniece Williams,funk,Jazz,Jazz
7987,7987,Deniece Williams,motown,,Jazz
7988,7988,Deniece Williams,new jack swing,Blues music,Jazz
7989,7989,Deniece Williams,post-disco,,Jazz
7990,7990,Deniece Williams,quiet storm,,Jazz
7991,7991,Deniece Williams,soul,Jazz,Jazz
7992,7992,Deniece Williams,soul christmas,Jazz,Jazz
7993,7993,Deniece Williams,urban contemporary,Gospel music,Jazz
7994,7994,Romantics,album rock,Rock music,Rock music
7995,7995,Romantics,classic rock,Rock music,Rock music
7996,7996,Romantics,dance rock,Rock music,Rock music
7997,7997,Romantics,hard rock,Rock music,Rock music
7998,7998,Romantics,mellow gold,,Rock music
7999,7999,Romantics,new romantic,Blues music,Rock music
8000,8000,Romantics,new wave,Electronic music,Rock music
8001,8001,Romantics,new wave pop,Pop music,Rock music
8002,8002,Romantics,power pop,Pop music,Rock music
8003,8003,Romantics,rock,Rock music,Rock music
8004,8004,Romantics,soft rock,Rock music,Rock music
8005,8005,Romantics,synthpop,Electronic music,Rock music
8006,8006,Laura Branigan,dance rock,Rock music,Rock music
8007,8007,Laura Branigan,europop,Pop music,Rock music
8008,8008,Laura Branigan,new romantic,Blues music,Rock music
8009,8009,Laura Branigan,new wave,Electronic music,Rock music
8010,8010,Laura Branigan,new wave pop,Pop music,Rock music
8011,8011,Laura Branigan,soft rock,Rock music,Rock music
8012,8012,Laura Branigan,synthpop,Electronic music,Rock music
8013,8013,Matthew Wilder,dance rock,Rock music,Rock music
8014,8014,Matthew Wilder,new romantic,Blues music,Rock music
8015,8015,Matthew Wilder,new wave,Electronic music,Rock music
8016,8016,Matthew Wilder,new wave pop,Pop music,Rock music
8017,8017,Matthew Wilder,soft rock,Rock music,Rock music
8018,8018,Nena,dance rock,Rock music,Electronic music
8019,8019,Nena,german pop,Pop music,Electronic music
8020,8020,Nena,new romantic,Blues music,Electronic music
8021,8021,Nena,new wave,Electronic music,Electronic music
8022,8022,Nena,new wave pop,Pop music,Electronic music
8023,8023,Nena,synthpop,Electronic music,Electronic music
8024,8024,Dan Hartman,disco,House music,House music
8025,8025,Dan Hartman,post-disco,,House music
8026,8026,Steve Perry,album rock,Rock music,Rock music
8027,8027,Steve Perry,hard rock,Rock music,Rock music
8028,8028,Steve Perry,mellow gold,,Rock music
8029,8029,Steve Perry,new wave pop,Pop music,Rock music
8030,8030,Steve Perry,rock,Rock music,Rock music
8031,8031,Steve Perry,soft rock,Rock music,Rock music
8032,8032,Olivia Newton-John,adult standards,Pop music,Pop music
8033,8033,Olivia Newton-John,australian dance,Dance music,Pop music
8034,8034,Olivia Newton-John,country christmas,Country music,Pop music
8035,8035,Olivia Newton-John,dance rock,Rock music,Pop music
8036,8036,Olivia Newton-John,disco,House music,Pop music
8037,8037,Olivia Newton-John,hollywood,,Pop music
8038,8038,Olivia Newton-John,mellow gold,,Pop music
8039,8039,Olivia Newton-John,new wave pop,Pop music,Pop music
8040,8040,Olivia Newton-John,soft rock,Rock music,Pop music
8041,8041,Olivia Newton-John,soul christmas,Jazz,Pop music
8042,8042,Peabo Bryson,disco,House music,Jazz
8043,8043,Peabo Bryson,motown,,Jazz
8044,8044,Peabo Bryson,new jack swing,Blues music,Jazz
8045,8045,Peabo Bryson,quiet storm,,Jazz
8046,8046,Peabo Bryson,soul,Jazz,Jazz
8047,8047,Peabo Bryson,soul christmas,Jazz,Jazz
8048,8048,Peabo Bryson,urban contemporary,Gospel music,Jazz
8049,8049,Shannon,freestyle,Hip hop,Jazz
8050,8050,Shannon,post-disco,,Jazz
8051,8051,Shannon,soul christmas,Jazz,Jazz
8052,8052,Jacksons,boy band,Pop music,Pop music
8053,8053,Jacksons,motown,,Pop music
8054,8054,Jacksons,soul christmas,Jazz,Pop music
8055,8055,Rick Springfield,album rock,Rock music,Rock music
8056,8056,Rick Springfield,classic rock,Rock music,Rock music
8057,8057,Rick Springfield,dance rock,Rock music,Rock music
8058,8058,Rick Springfield,glam metal,Heavy metal,Rock music
8059,8059,Rick Springfield,hard rock,Rock music,Rock music
8060,8060,Rick Springfield,mellow gold,,Rock music
8061,8061,Rick Springfield,new wave pop,Pop music,Rock music
8062,8062,Rick Springfield,rock,Rock music,Rock music
8063,8063,Rick Springfield,soft rock,Rock music,Rock music
8064,8064,Quiet Riot,album rock,Rock music,Rock music
8065,8065,Quiet Riot,classic rock,Rock music,Rock music
8066,8066,Quiet Riot,glam metal,Heavy metal,Rock music
8067,8067,Quiet Riot,hard rock,Rock music,Rock music
8068,8068,Quiet Riot,metal,Heavy metal,Rock music
8069,8069,Quiet Riot,rock,Rock music,Rock music
8070,8070,Irene Cara,dance rock,Rock music,Rock music
8071,8071,Irene Cara,disco,House music,Rock music
8072,8072,Irene Cara,europop,Pop music,Rock music
8073,8073,Irene Cara,new romantic,Blues music,Rock music
8074,8074,Irene Cara,new wave pop,Pop music,Rock music
8075,8075,Irene Cara,soft rock,Rock music,Rock music
8076,8076,K.C.,classic funk rock,Rock music,Jazz
8077,8077,K.C.,disco,House music,Jazz
8078,8078,K.C.,funk,Jazz,Jazz
8079,8079,K.C.,funk rock,Fusion music,Jazz
8080,8080,K.C.,motown,,Jazz
8081,8081,K.C.,quiet storm,,Jazz
8082,8082,K.C.,soul,Jazz,Jazz
8083,8083,John Lennon,adult standards,Pop music,Rock music
8084,8084,John Lennon,album rock,Rock music,Rock music
8085,8085,John Lennon,art rock,Rock music,Rock music
8086,8086,John Lennon,blues-rock,,Rock music
8087,8087,John Lennon,brill building pop,Pop music,Rock music
8088,8088,John Lennon,british blues,Blues music,Rock music
8089,8089,John Lennon,christmas,,Rock music
8090,8090,John Lennon,classic funk rock,Rock music,Rock music
8091,8091,John Lennon,classic rock,Rock music,Rock music
8092,8092,John Lennon,folk,Pop music,Rock music
8093,8093,John Lennon,folk christmas,Pop music,Rock music
8094,8094,John Lennon,folk rock,Rock music,Rock music
8095,8095,John Lennon,folk-pop,,Rock music
8096,8096,John Lennon,hard rock,Rock music,Rock music
8097,8097,John Lennon,mellow gold,,Rock music
8098,8098,John Lennon,neo mellow,Alternative rock,Rock music
8099,8099,John Lennon,pop christmas,Pop music,Rock music
8100,8100,John Lennon,psychedelic rock,Rock music,Rock music
8101,8101,John Lennon,rock,Rock music,Rock music
8102,8102,John Lennon,rock-and-roll,,Rock music
8103,8103,John Lennon,rockabilly,Fusion music,Rock music
8104,8104,John Lennon,roots rock,Rock music,Rock music
8105,8105,John Lennon,singer-songwriter,,Rock music
8106,8106,John Lennon,soft rock,Rock music,Rock music
8107,8107,John Lennon,soul,Jazz,Rock music
8108,8108,John Lennon,traditional folk,Pop music,Rock music
8109,8109,Christopher Cross,adult standards,Pop music,Rock music
8110,8110,Christopher Cross,album rock,Rock music,Rock music
8111,8111,Christopher Cross,disco,House music,Rock music
8112,8112,Christopher Cross,folk rock,Rock music,Rock music
8113,8113,Christopher Cross,mellow gold,,Rock music
8114,8114,Christopher Cross,new wave pop,Pop music,Rock music
8115,8115,Christopher Cross,rock,Rock music,Rock music
8116,8116,Christopher Cross,soft rock,Rock music,Rock music
8117,8117,Police,album rock,Rock music,Rock music
8118,8118,Police,art rock,Rock music,Rock music
8119,8119,Police,blues-rock,,Rock music
8120,8120,Police,classic rock,Rock music,Rock music
8121,8121,Police,dance rock,Rock music,Rock music
8122,8122,Police,hard rock,Rock music,Rock music
8123,8123,Police,mellow gold,,Rock music
8124,8124,Police,new romantic,Blues music,Rock music
8125,8125,Police,new wave,Electronic music,Rock music
8126,8126,Police,new wave pop,Pop music,Rock music
8127,8127,Police,permanent wave,Electronic music,Rock music
8128,8128,Police,rock,Rock music,Rock music
8129,8129,Police,soft rock,Rock music,Rock music
8130,8130,Ratt,album rock,Rock music,Rock music
8131,8131,Ratt,classic rock,Rock music,Rock music
8132,8132,Ratt,glam metal,Heavy metal,Rock music
8133,8133,Ratt,hard rock,Rock music,Rock music
8134,8134,Ratt,metal,Heavy metal,Rock music
8135,8135,Ratt,rock,Rock music,Rock music
8136,8136,Go-Go's,album rock,Rock music,Rock music
8137,8137,Go-Go's,candy pop,Pop music,Rock music
8138,8138,Go-Go's,dance rock,Rock music,Rock music
8139,8139,Go-Go's,jangle pop,Alternative rock,Rock music
8140,8140,Go-Go's,mellow gold,,Rock music
8141,8141,Go-Go's,new romantic,Blues music,Rock music
8142,8142,Go-Go's,new wave,Electronic music,Rock music
8143,8143,Go-Go's,new wave pop,Pop music,Rock music
8144,8144,Go-Go's,permanent wave,Electronic music,Rock music
8145,8145,Go-Go's,power pop,Pop music,Rock music
8146,8146,Go-Go's,soft rock,Rock music,Rock music
8147,8147,Go-Go's,synthpop,Electronic music,Rock music
8148,8148,Christine McVie,folk rock,Rock music,Rock music
8149,8149,Christine McVie,mellow gold,,Rock music
8150,8150,Christine McVie,soft rock,Rock music,Rock music
8151,8151,Christine McVie,southern rock,Rock music,Rock music
8152,8152,Shalamar,classic funk rock,Rock music,Rock music
8153,8153,Shalamar,disco,House music,Rock music
8154,8154,Shalamar,funk,Jazz,Rock music
8155,8155,Shalamar,motown,,Rock music
8156,8156,Shalamar,new jack swing,Blues music,Rock music
8157,8157,Shalamar,post-disco,,Rock music
8158,8158,Shalamar,quiet storm,,Rock music
8159,8159,Shalamar,urban contemporary,Gospel music,Rock music
8160,8160,Rolling Stones,album rock,Rock music,Rock music
8161,8161,Rolling Stones,blues-rock,,Rock music
8162,8162,Rolling Stones,british blues,Blues music,Rock music
